"","rider_id","avg_assign","avg_pickup","avg_deliver","avg_waiting","avg_ODdist","daily_delivered_stores","daily_franchise_share","num_working_days","share_weekdays","tenure","avg_order_level","Treat","avg_orders_shift","avg_duration_shift","median_idle_shift","prof","prof30","prof50","prof70","prof90","prof_low","prof_med","prof_high","avg_total_shift","avg_share_aggshift","avg_orders_aggshift","avg_duration_aggshift","avg_working_duration","avg_idle_duration","daily_total_order","avg_share_workingd","avg_share_idled","avg_orders_per_workingd","avg_daily_profit","distance","weights","subclass"
"26",16414,65.1423611111111,189.618055555556,482.296875,737.057291666667,1.39263966637647,14.6296296296296,0.174372752640726,6.33333333333333,0.682539682539683,807,3241.71940916391,1,1.41523341523342,716.167076167076,229,5.07409300805704,1,0,0,0,1,0,0,15.0740740740741,0.360660917042926,2.16538800705467,988.54188712522,10795.5555555556,4703.50617283951,21.3333333333333,0.718695007079824,0.281304992920176,5.07409300805704,64077.7777777778,0.514296393265814,1,"58"
"27",16564,47.2481315396114,669.479820627803,487.130044843049,1203.85799701046,1.20968046977995,12.2608695652174,0.169114972163835,5.33333333333333,0.611111111111111,804,3914.01411816653,1,3.29556650246305,1653.64039408867,78.3833333333333,6.56335630265047,1,1,1,0,1,1,1,8.82608695652174,0.691719171706384,4.80690131124914,2217.65289855072,14595.1739130435,1730.16014492754,29.0869565217391,0.909743670486745,0.0902563295132547,6.56335630265047,85243.4782608696,0.508102614193897,1,"63"
"28",16853,756.54128440367,315.302752293578,648.247706422018,1720.09174311927,1.3413842925502,4.5,0.177380952380952,5.66666666666667,0.644444444444444,796,3027.87767421614,0,1.28235294117647,968.070588235294,42.0333333333333,4.82683455348786,1,0,0,0,1,0,0,3.86363636363636,0.209126984126984,2.2,1475.68181818182,3740.27272727273,264.885075757576,4.95454545454545,0.954194711723644,0.0458052882763558,4.82683455348786,15150,0.674194169994664,1,"141"
"35",18074,102.39837398374,402.50135501355,595.143631436314,1100.0433604336,0.843855352606557,12.5882352941176,0.450648945812672,3.66666666666667,0.533333333333333,759,4769.95894544146,0,2.9758064516129,1575.82258064516,110,6.54297247659519,1,1,1,0,1,1,1,7.29411764705882,0.842169595110772,3.68501400560224,1883.57679738562,11494.2352941176,1132.12647058824,21.7058823529412,0.939144306170849,0.0608556938291511,6.54297247659519,61741.1764705882,0.385558168794382,1,"51"
"38",18080,54.8604407135362,474.881427072403,627.815320041973,1157.55718782791,1.01768349435621,19.6538461538462,0.417250828289831,6.33333333333333,0.682539682539683,759,5082.94110181013,1,3.51660516605166,1706.41328413284,170.5,6.4385509471643,1,1,1,0,1,1,1,10.4230769230769,0.708076111922266,4.63720057720058,2148.0542972583,17786.0769230769,2805.20897435897,36.6538461538462,0.865166882653092,0.134833117346908,6.4385509471643,109319.230769231,0.651040629085904,1,"92"
"39",18179,90.3861003861004,413.787644787645,658.156370656371,1162.33011583012,0.853921104243032,17.0714285714286,0.334211066102736,3,0.333333333333333,756,5195.09312996498,0,3.7,1827.09285714286,99.5333333333333,6.67846131944796,1,1,1,1,1,1,1,10,0.812615063507921,5.06737885130742,2487.05524812489,18270.9285714286,1866.725,37,0.917100474597361,0.082899525402639,6.67846131944796,106635.714285714,0.497322348138752,1,"38"
"40",18233,61.335085413929,412.747700394218,544.813403416557,1018.8961892247,1.23391545265207,12.5925925925926,0.352891667760949,6,0.726984126984127,755,3763.20162113131,1,1.64718614718615,1028.81601731602,353,4.32977524234296,0,0,0,0,0,0,0,17.1111111111111,0.43414267764113,2.45898936454492,1359.62644166533,17604.1851851852,6602.47469135802,28.1851851851852,0.738981798934061,0.261018201065939,4.32977524234296,84092.5925925926,0.728882616495299,1,"98"
"41",18252,64.3719008264463,439.096418732782,485.625344352617,989.093663911846,0.879792639067949,19.28,0.426703198336191,5.33333333333333,0.611111111111111,754,4846.6771887407,0,2.09021113243762,1305.38579654511,175,4.86039449673403,1,0,0,0,1,0,0,20.84,0.575089113739942,2.97403912427442,1779.89945824763,27204.24,5173.4,43.56,0.841996905598062,0.158003094401938,4.86039449673403,125060,0.778759881222062,1,"93"
"42",18333,51.3846153846154,502.08875739645,631.61932938856,1185.09270216963,0.986364628699987,9.03703703703704,0.438838745374693,6,0.666666666666667,751,4355.17153286477,1,2.96491228070175,1725.04093567251,61,5.65212634086037,1,1,0,0,1,1,0,6.33333333333333,0.859726898615788,3.67420100475656,2114.30660440383,10925.2592592593,1224.96172839506,18.7777777777778,0.92589106627612,0.0741089337238805,5.65212634086037,55159.2592592593,0.646412099625142,1,"104"
"44",18598,132.166253101737,307.908188585608,562.178660049628,1002.25310173697,1.34515847589229,27.4,0.220309270869616,2,0,746,3244.4843892765,1,1.84862385321101,1018.68348623853,195,5.19333051225667,1,1,0,0,1,1,0,21.8,0.541337155195851,2.6521978021978,1376.20564102564,22207.3,5896.8,40.3,0.799697867001333,0.200302132998667,5.19333051225667,117890,0.381341410385669,1,"109"
"45",18883,71.901384083045,165.692041522491,457.743944636678,695.337370242215,1.07440212825492,14.962962962963,0.253306396924837,6.33333333333333,0.682539682539683,741,4615.29511055887,1,1.34731934731935,630.226107226107,224,5.3988118245487,1,1,0,0,1,1,0,15.8888888888889,0.262025102782173,2.15217893217893,841.637864357864,10013.5925925926,5051.61543209877,21.4074074074074,0.717633236530614,0.282366763469386,5.3988118245487,64259.2592592593,0.554093294246461,1,"113"
"46",19011,205.019138755981,793.746411483254,546.636363636364,1545.4019138756,1.19362559602511,5.65,0.443472222222222,5,1,738,4216.86369725404,1,3.37096774193548,2226.90322580645,15.5,5.34873611834244,1,1,0,0,1,1,0,3.1,0.824166666666667,4.92916666666667,3210.27083333333,6903.4,274.949166666667,10.45,0.969732324141636,0.0302676758583639,5.34873611834244,30162.5,0.700114967074577,1,"116"
