"","rider_id","avg_assign","avg_pickup","avg_deliver","avg_waiting","avg_ODdist","daily_delivered_stores","daily_franchise_share","num_working_days","share_weekdays","tenure","avg_order_level","Treat","avg_orders_shift","avg_duration_shift","median_idle_shift","prof","prof30","prof50","prof70","prof90","prof_low","prof_med","prof_high","avg_total_shift","avg_share_aggshift","avg_orders_aggshift","avg_duration_aggshift","avg_working_duration","avg_idle_duration","daily_total_order","avg_share_workingd","avg_share_idled","avg_orders_per_workingd","avg_daily_profit","distance","weights","subclass"
"92",24809,54.3985165205664,759.164531355361,515.643290627107,1329.20633850303,0.9922107436278,11.8636363636364,0.487498107952653,5.66666666666667,0.626984126984127,605,4115.6316997411,1,7.6839378238342,3375.78238341969,91,7.75028593122151,1,1,1,1,1,1,1,8.77272727272727,0.892588850543396,9.71718975468975,4226.34168306441,29614.8181818182,1373.70757575758,67.4090909090909,0.957342804911497,0.0426571950885027,7.75028593122151,198836.363636364,0.735839671308791,1,"128"
"94",24919,78.7244008714597,392.019607843137,636.916122004357,1107.66013071895,1.33520983710209,18.4074074074074,0.370681885491254,6,0.66031746031746,602,4167.60845421561,1,2.390625,1221.84375,178.5,5.81068518804529,1,1,1,0,1,1,1,14.2222222222222,0.633842251691409,3.25307665585443,1560.13206782929,17377.3333333333,3659.2549382716,34,0.84578186974927,0.15421813025073,5.81068518804529,109277.777777778,0.519969220857295,1,"129"
"95",24920,61.9685314685315,410.122377622378,382.744755244755,854.835664335664,1.24777957028436,6.27777777777778,0.309082892416226,6.5,0.69047619047619,602,4747.92713421458,0,1.68235294117647,939.729411764706,163,5.21238998845786,1,1,0,0,1,1,0,9.44444444444444,0.403633711967045,2.71216931216931,1383.59761904762,8875.22222222222,2372.61825617284,15.8888888888889,0.822080562075201,0.177919437924799,5.21238998845786,50505.5555555556,0.576527949962927,1,"125"
"96",25033,20.5492957746479,619.176056338028,478.984154929577,1118.70950704225,0.971549983077027,19,0.354578116910418,2.33333333333333,0.533333333333333,601,5132.910127563,1,4.02836879432624,2184.68794326241,207,6.10114833725957,1,1,1,0,1,1,1,11.75,0.762845372220372,5.26497252747253,2730.19476773227,25670.0833333333,2824.20694444444,47.3333333333333,0.913236050839784,0.0867639491602161,6.10114833725957,137741.666666667,0.618440030519034,1,"130"
"97",25083,142.496062992126,628.48031496063,514.149606299213,1285.12598425197,1.12478832796985,18,0.212226720647773,1.33333333333333,0.833333333333333,600,3642.8773443377,0,2.49019607843137,1744.21568627451,152,4.46271435357875,0,0,0,0,0,0,0,10.2,0.5700777000777,3.52777777777778,2326.29444444444,17791,2118.6,25.4,0.885557109495271,0.114442890504729,4.46271435357875,75100,0.624075245680655,1,"58"
"98",25157,162.752688172043,686.10752688172,593.709677419355,1442.56989247312,1.06723714346352,7.10526315789474,0.351857207120365,4,0.666666666666667,599,3412.52163242378,0,2.53636363636364,1653.92727272727,40.5,5.13644919392203,1,0,0,0,1,0,0,5.78947368421053,0.78235171261487,3.01015037593985,1934.55238095238,9575.36842105263,1018.38070175439,14.6842105263158,0.937024573403828,0.062975426596172,5.13644919392203,40842.1052631579,0.604027570740071,1,"121"
"102",25960,349.03007518797,518.270676691729,676.932330827068,1544.23308270677,1.18875325853264,4.21739130434783,0.289061421670117,5.66666666666667,0.638095238095238,584,3907.37560912046,1,1.9,1300.41428571429,21.7416666666667,4.75833820184486,1,0,0,0,1,0,0,3.04347826086957,0.47815734989648,2.61388888888889,1664.41574074074,3957.78260869565,264.232789855072,5.78260869565217,0.952083862964105,0.0479161370358954,4.75833820184486,17134.7826086957,0.677244571307191,1,"2"
"103",26011,78.365988909427,730.297597042514,522.752310536044,1331.41589648799,1.26550171841282,7.2,0.391917388167388,4.66666666666667,0.783333333333333,582,3855.50831737331,1,5.35643564356436,2740.32673267327,33.5,6.59977686091583,1,1,1,0,1,1,1,5.05,0.880714285714286,7.02073232323232,3639.89608585859,13838.65,731.104166666667,27.05,0.954745689649183,0.0452543103508168,6.59977686091583,80494.5,0.597485737420785,1,"3"
"106",26277,58.5372972972973,788.980540540541,626.459459459459,1473.9772972973,0.961454424449127,19.8518518518519,0.242604963503725,7,0.714285714285714,577,4578.25275278829,1,5.22598870056497,3470.97740112994,53,5.04121587282258,1,0,0,0,1,0,0,6.55555555555556,0.780960397627064,6.25035273368607,4100.28624338624,22754.1851851852,911.477160493827,34.2592592592593,0.957648478323866,0.0423515216761338,5.04121587282258,97866.6666666667,0.952186900159616,1,"4"
"107",26568,41.0430107526882,359.774193548387,473.188172043011,874.005376344086,1.01359519263945,4.83333333333333,0.379662698412698,5.66666666666667,0.638095238095238,574,4687.88095645085,0,1.32857142857143,871.435714285714,36.7,4.68061641894258,0,0,0,0,0,0,0,5.83333333333333,0.177718808968809,2.36190476190476,1306.35238095238,5083.375,674.064525462963,7.75,0.909042614411518,0.0909573855884819,4.68061641894258,21712.5,0.677063088667881,1,"21"
"110",26919,50.2465245597776,200.633920296571,478.848007414273,729.728452270621,1.01700212390158,24.84,0.21810319797921,6,0.666666666666667,567,4918.43473787453,1,1.87979094076655,835.378048780488,236,5.90635371635696,1,1,1,0,1,1,1,22.96,0.493994526833402,2.80706668357442,1129.91042802828,19180.28,7324.48,43.16,0.728872655831235,0.271127344168765,5.90635371635696,129468,0.570201750263096,1,"5"
"114",27954,95.7638376383764,165.39667896679,464.437269372694,725.59778597786,1.25231049578641,15.5416666666667,0.174759770187057,5.66666666666667,0.644444444444444,545,3673.80095387866,1,1.52676056338028,674.101408450704,186,6.13356789963633,1,1,1,0,1,1,1,14.7916666666667,0.443198456237249,2.14247072372072,878.330825771451,9971.08333333333,4083.05902777778,22.5833333333333,0.759017795028044,0.240982204971956,6.13356789963633,67966.6666666667,0.37871522868693,1,"6"
"115",28022,172.037830121342,742.350463954318,669.2284082798,1583.61670235546,1.1147367103939,16.7666666666667,0.312092724332396,7,0.714285714285714,544,3954.31299256359,1,4.9330985915493,2962.08802816901,105.5,5.53433207420744,1,1,0,0,1,1,0,9.46666666666667,0.881125633625634,5.5800764975765,3353.71685786436,28041.1,1717.24888888889,46.7,0.946973154385726,0.0530268456142739,5.53433207420744,138470,0.911604174226118,1,"7"
"116",28073,2.70588235294118,295.117647058824,337.823529411765,635.647058823529,0.869441114652126,3.25,0.555555555555556,3,1,543,3625.81708391714,0,1.30769230769231,683.153846153846,59,6.05981142414392,1,1,1,0,1,1,1,3.25,0.166666666666667,2,807.25,2220.25,304.346597222222,4.25,0.929939437710736,0.0700605622892636,6.05981142414392,11800,0.417245850728929,1,"110"
"118",28343,168.765550239234,827.77990430622,641.767942583732,1638.31339712919,1.1377788394858,7.20833333333333,0.334262028176502,5.33333333333333,0.611111111111111,537,3890.68019768949,1,4.54347826086957,2254.02173913043,34.1166666666667,6.8583384045116,1,1,1,1,1,1,1,3.83333333333333,0.844560185185185,5.5281746031746,2726.71220238095,8640.41666666667,475.2903125,17.4166666666667,0.959330252991066,0.0406697470089339,6.8583384045116,52612.5,0.507481753833594,1,"8"
"121",29040,301.455242966752,816.93094629156,532.726342710997,1651.11253196931,1.12342501254717,21.2222222222222,0.236765572760996,2,0,523,4095.76164384811,0,5.21333333333333,2951.97333333333,20,6.17813551674708,1,1,1,0,1,1,1,8.33333333333333,0.900621600621601,6.25246913580247,3379.63077601411,24599.7777777778,1081.0537037037,43.4444444444444,0.959777626283119,0.040222373716881,6.17813551674708,129444.444444444,0.694719620095985,1,"74"
"122",29356,61.9723183391003,468.41753171857,785.677047289504,1316.06689734717,1.4617421558892,17.96,0.310562211142377,5.66666666666667,0.766666666666667,517,3953.58775984612,1,3.14130434782609,1697.61956521739,85.075,5.72582408023865,1,1,1,0,1,1,1,11.04,0.745382456724562,3.62185714285714,1920.36807503607,18741.72,2397.16066666667,34.68,0.898526215418729,0.101473784581271,5.72582408023865,114868,0.615721258486676,1,"9"
