Estimate,Cluster s.e.,t value,Pr(>|t|),term
0.105559263750593,0.0756665862186878,1.39505783233713,0.163922596833286,mon_label2020-10:Treat
,0,,,mon_label2020-09:Treat
0.21296333658318,0.0769842924771987,2.76632193049323,0.00598379122723892,mon_label2020-11:Treat
0.151449712613206,0.0991654543203435,1.52724266380068,0.127644266666554,mon_label2020-12:Treat
0.14496783967952,0.0999667234776018,1.45016095993184,0.147949230113936,mon_label2021-01:Treat
